,movie_id,title,release_date
1587,1588,Salut cousin! (1996),21-Feb-1997
1588,1589,Schizopolis (1996),23-May-1997
1589,1590,"To Have, or Not (1995)",06-Jun-1997
1590,1591,Duoluo tianshi (1995),21-Jan-1998
1591,1592,"Magic Hour, The (1998)",30-Jan-1998
1592,1593,Death in Brunswick (1991),16-Aug-1996
1593,1594,Everest (1998),10-Mar-1998
1594,1595,Shopping (1994),09-Feb-1996
1595,1596,Nemesis 2: Nebula (1995),01-Jan-1995
1596,1597,Romper Stomper (1992),01-Jan-1992
1597,1598,City of Industry (1997),14-Mar-1997
1598,1599,Someone Else's America (1995),10-May-1996
1599,1600,Guantanamera (1994),16-May-1997
1600,1601,Office Killer (1997),01-Jan-1997
1601,1602,"Price Above Rubies, A (1998)",20-Mar-1998
1602,1603,Angela (1995),16-Feb-1996
1603,1604,He Walked by Night (1948),01-Jan-1948
1604,1605,Love Serenade (1996),11-Jul-1997
1605,1606,Deceiver (1997),01-Jan-1997
1606,1607,Hurricane Streets (1998),01-Jan-1998
1607,1608,Buddy (1997),06-Jun-1997
1608,1609,B*A*P*S (1997),28-Mar-1997
1609,1610,"Truth or Consequences, N.M. (1997)",02-May-1997
1610,1611,Intimate Relations (1996),09-May-1997
1611,1612,"Leading Man, The (1996)",16-Jan-1998
1612,1613,Tokyo Fist (1995),11-Feb-1998
1613,1614,"Reluctant Debutante, The (1958)",01-Jan-1958
1614,1615,Warriors of Virtue (1997),02-May-1997
1615,1616,Desert Winds (1995),01-Jan-1995
1616,1617,Hugo Pool (1997),01-Jan-1997
1617,1618,King of New York (1990),01-Jan-1990
1618,1619,All Things Fair (1996),08-Mar-1996
1619,1620,"Sixth Man, The (1997)",28-Mar-1997
1620,1621,Butterfly Kiss (1995),26-Apr-1996
1621,1622,"Paris, France (1993)",01-Jan-1993
1622,1623,"Cérémonie, La (1995)",20-Dec-1996
1623,1624,Hush (1998),10-Mar-1998
1624,1625,Nightwatch (1997),22-Apr-1997
1625,1626,Nobody Loves Me (Keiner liebt mich) (1994),09-Feb-1996
1626,1627,"Wife, The (1995)",26-Jul-1996
1627,1628,Lamerica (1994),01-Jan-1994
1628,1629,Nico Icon (1995),01-Jan-1995
1629,1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",02-Feb-1996
1630,1631,"Slingshot, The (1993)",01-Jan-1993
1631,1632,Land and Freedom (Tierra y libertad) (1995),29-Mar-1996
1632,1633,Á köldum klaka (Cold Fever) (1994),08-Mar-1996
1633,1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),19-Apr-1996
1634,1635,Two Friends (1986) ,26-Apr-1986
1635,1636,Brothers in Trouble (1995),26-Apr-1996
1636,1637,Girls Town (1996),23-Aug-1996
1637,1638,Normal Life (1996),25-Oct-1996
1638,1639,Bitter Sugar (Azucar Amargo) (1996),22-Nov-1996
1639,1640,"Eighth Day, The (1996)",01-Nov-1996
1640,1641,Dadetown (1995),18-Sep-1996
1641,1642,Some Mother's Son (1996),27-Dec-1996
1642,1643,Angel Baby (1995),10-Jan-1997
1643,1644,Sudden Manhattan (1996),13-Jun-1997
1644,1645,"Butcher Boy, The (1998)",01-Jan-1998
1645,1646,Men With Guns (1997),06-Mar-1998
1646,1647,Hana-bi (1997),20-Mar-1998
1647,1648,"Niagara, Niagara (1997)",20-Mar-1998
1648,1649,"Big One, The (1997)",27-Mar-1998
1649,1650,"Butcher Boy, The (1998)",01-Jan-1998
1650,1651,"Spanish Prisoner, The (1997)",27-Mar-1998
1651,1652,Temptress Moon (Feng Yue) (1996),13-Jun-1997
1652,1653,Entertaining Angels: The Dorothy Day Story (1996),27-Sep-1996
1653,1654,Chairman of the Board (1998),01-Jan-1998
1654,1655,"Favor, The (1994)",01-Jan-1994
1655,1656,Little City (1998),20-Feb-1998
1656,1657,Target (1995),28-Feb-1996
1657,1658,"Substance of Fire, The (1996)",06-Dec-1996
1658,1659,Getting Away With Murder (1996),12-Apr-1996
1659,1660,Small Faces (1995),09-Aug-1996
1660,1661,"New Age, The (1994)",01-Jan-1994
1661,1662,Rough Magic (1995),30-May-1997
1662,1663,Nothing Personal (1995),30-Apr-1997
1663,1664,8 Heads in a Duffel Bag (1997),18-Apr-1997
1664,1665,"Brother's Kiss, A (1997)",25-Apr-1997
1665,1666,Ripe (1996),02-May-1997
1666,1667,"Next Step, The (1995)",13-Jun-1997
1667,1668,Wedding Bell Blues (1996),13-Jun-1997
1668,1669,MURDER and murder (1996),20-Jun-1997
1669,1670,Tainted (1998),01-Feb-1998
1670,1671,"Further Gesture, A (1996)",20-Feb-1998
1671,1672,Kika (1993),01-Jan-1993
1672,1673,Mirage (1995),01-Jan-1995
1673,1674,Mamma Roma (1962),01-Jan-1962
1674,1675,"Sunchaser, The (1996)",25-Oct-1996
1675,1676,"War at Home, The (1996)",01-Jan-1996
1676,1677,Sweet Nothing (1995),20-Sep-1996
1677,1678,Mat' i syn (1997),06-Feb-1998
1678,1679,B. Monkey (1998),06-Feb-1998
1679,1680,Sliding Doors (1998),01-Jan-1998
1680,1681,You So Crazy (1994),01-Jan-1994
1681,1682,Scream of Stone (Schrei aus Stein) (1991),08-Mar-1996
